id,title,latitude,longitude,depth,ocean,record_link,common_name,thumbnail,archetype,species
ld1-1643414195102-1643414264250-1,Blenniella gibbifrons,-23.1421,-135.045,1,Pacific Ocean,http://n2t.net/ark:/65665/302c37071-c948-427a-be2d-8e74dabf9e25,Blenniella snapper,https://collections.nmnh.si.edu/media/?i=10041538,Others,Pelagic Fish
ld1-1643414195102-1643414264606-0,Entomacrodus cf. cymatobiotus Schultz,-23.2234,-134.968,3,Pacific Ocean,http://n2t.net/ark:/65665/32264d285-a606-4665-8b09-7f5667186a4e,Entomacrodus snapper,https://collections.nmnh.si.edu/media/?i=10041854,Others,Pelagic Fish
ld1-1643414195102-1643414264123-0,Spratelloides gracilis,-23.2234,-134.968,3,Pacific Ocean,http://n2t.net/ark:/65665/322519350-5ead-4d78-83cb-d87db8820e9e,Spratelloides goby,https://collections.nmnh.si.edu/media/?i=10041983,Prey,Reef Fish
ld1-1643414195102-1643414264221-0,Priolepis cf. semidoliata,-23.1421,-135.045,1,Pacific Ocean,http://n2t.net/ark:/65665/36ad4cb4e-a270-4bf1-aaf3-9f5a313a1cbb,Priolepis snapper,https://collections.nmnh.si.edu/media/?i=10041857,Prey,Pelagic Fish
ld1-1643412988961-1643412992801-1,Chromis fatuhivae Randall,-8.08928,-139.635,25,Pacific Ocean,http://n2t.net/ark:/65665/3abba19c8-c94c-43e1-99d5-da7cf05709f0,Chromis goby,https://collections.nmnh.si.edu/media/?i=10250064,Prey,Reef Fish
ld1-1643412988961-1643412990921-1,Neomyxus cf. leuciscus,-23.05,-134.9,1,Pacific Ocean,http://n2t.net/ark:/65665/397b569cf-d546-42b4-95a0-8d9512970d28,Neomyxus wrasse,https://collections.nmnh.si.edu/media/?i=10147155,Others,Reef Fish
ld1-1643414195102-1643414263381-0,Cheilinus,-23.0564,-134.933,18,Pacific Ocean,http://n2t.net/ark:/65665/32fe0e0f0-a24d-4b80-b260-8d4271b098a8,Cheilinus perch,https://collections.nmnh.si.edu/media/?i=10041917,Prey,Others
ld1-1643414195102-1643414264368-0,Chlorurus sordidus,-23.1471,-135.044,3,Pacific Ocean,http://n2t.net/ark:/65665/36133f635-89dd-446c-8cde-e0664d412b85,Daisy parrotfish,https://collections.nmnh.si.edu/media/?i=10170276,Others,Reef Fish
ld1-1643414195102-1643414264759-0,Scolecenchelys laticaudata,-23.234,-135.004,18,Pacific Ocean,http://n2t.net/ark:/65665/310594116-8a04-4e2e-9768-90eef7a4bd89,Scolecenchelys perch,https://collections.nmnh.si.edu/media/?i=10042027,Predator,Others
ld1-1643412988961-1643412992717-0,Myripristis earlei Randall,-8.82508,-140.064,5,Pacific Ocean,http://n2t.net/ark:/65665/35152276d-9b65-473d-b642-2520aef62a3c,Myripristis eel,https://collections.nmnh.si.edu/media/?i=10250032,Prey,Eel-like Fish
ld1-1643412988961-1643412994100-1,Acanthurus reversus Randall & Earle,-9.97178,-138.842,16,Pacific Ocean,http://n2t.net/ark:/65665/3674a2441-7e85-4859-99a5-d76e87b60dd1,Acanthurus dragonet,https://collections.nmnh.si.edu/media/?i=10941770,Others,Others
ld1-1643412988961-1643412992708-1,Pseudogramma brederi,-8.08928,-139.635,25,Pacific Ocean,http://n2t.net/ark:/65665/3d0c8ba2f-c966-45f1-aaf7-ec4c7acf2a6b,Pseudogramma blenny,https://collections.nmnh.si.edu/media/?i=10250066,Predator,Reef Fish
ld1-1643412988961-1643412995577-0,Coryphopterus eidolon,21.4813,-71.5339,27,Atlantic Ocean,http://n2t.net/ark:/65665/3963179cb-27a9-4417-a219-81725359d6aa,Coryphopterus wrasse,https://collections.nmnh.si.edu/media/?i=10910763,Prey,Reef Fish
ld1-1643412988961-1643412992956-1,Flexor,-7.98969,-140.712,8,Pacific Ocean,http://n2t.net/ark:/65665/3e7652f0e-0863-45cc-86e2-5ae2229357bb,Flexor goby,https://collections.nmnh.si.edu/media/?i=10250575,Others,Reef Fish
ld1-1643412988961-1643412994128-0,Epinephelus irroratus,-9.97178,-138.842,16,Pacific Ocean,http://n2t.net/ark:/65665/3a5ff8a12-006b-4bad-95aa-674217d7804c,Epinephelus goby,https://collections.nmnh.si.edu/media/?i=10941699,Predator,Reef Fish
ld1-1643414195102-1643414264765-1,Echidna leucotaenia Schultz,-23.0729,-135.012,10,Pacific Ocean,http://n2t.net/ark:/65665/3331bc1ba-2b0f-4014-81c2-a714afa33a5e,Echidna fish,https://collections.nmnh.si.edu/media/?i=10042028,Predator,Others
ld1-1643414195102-1643414264364-0,Sargocentron diadema,-23.2108,-134.859,1,Pacific Ocean,http://n2t.net/ark:/65665/39bbe07d3-c497-45a1-8539-d9be7f526637,Crown squirrelfish,https://collections.nmnh.si.edu/media/?i=10041592,Prey,Others
ld1-1643412988961-1643412994103-1,Apogon marquesensis Greenfield,-10.006,-138.829,15,Pacific Ocean,http://n2t.net/ark:/65665/3c67e2496-95b7-4953-bf5f-252c64b5e46c,Apogon eel,https://collections.nmnh.si.edu/media/?i=10941659,Prey,Eel-like Fish
ld1-1643414195102-1643414263717-0,Pseudobalistes fuscus,-23.0661,-134.906,15,Pacific Ocean,http://n2t.net/ark:/65665/3917921f3-bfc4-4bf4-9e74-ca9e472c6114,Pseudobalistes dragonet,https://collections.nmnh.si.edu/media/?i=10009916,Predator,Others
ld1-1643412988961-1643412993163-0,Macropharyngodon pakoko,-7.85711,-140.373,8,Pacific Ocean,http://n2t.net/ark:/65665/3c112f0c4-d857-4fec-af22-eaa69576b469,Macropharyngodon fish,https://collections.nmnh.si.edu/media/?i=10251039,Prey,Others
ld1-1643412988961-1643412992934-1,Acanthurus nubilus,-10.471,-138.677,20,Pacific Ocean,http://n2t.net/ark:/65665/3ea64ce60-6f29-4073-a709-4de19e8fc202,Acanthurus eel,https://collections.nmnh.si.edu/media/?i=10261040,Others,Eel-like Fish
ld1-1643412988961-1643412992958-1,Scorpaenodes parvipinnis,-8.82508,-140.064,5,Pacific Ocean,http://n2t.net/ark:/65665/324e83e50-c2a8-422b-8127-adfdbc11a9fb,Scorpaenodes fish,https://collections.nmnh.si.edu/media/?i=10250041,Predator,Others
ld1-1643412988961-1643412992774-0,Iniistius auropunctatus Randall et al.,-7.984,-140.71,27,Pacific Ocean,http://n2t.net/ark:/65665/37b424ebd-0486-45b1-bf36-82ef1baccfb0,Iniistius eel,https://collections.nmnh.si.edu/media/?i=10250733,Prey,Eel-like Fish
ld1-1643412988961-1643412992724-0,Plectroglyphidodon sagmarius Randall & Earle,-7.98969,-140.712,8,Pacific Ocean,http://n2t.net/ark:/65665/31c77bc6e-30a7-4e89-aaa9-72426efa0e9e,Plectroglyphidodon eel,https://collections.nmnh.si.edu/media/?i=10250671,Prey,Eel-like Fish
ld1-1643412988961-1643412992716-0,Fowleria,-8.82508,-140.064,5,Pacific Ocean,http://n2t.net/ark:/65665/314ba7206-1ce6-480f-ae57-683ea5e29c1f,Fowleria fish,https://collections.nmnh.si.edu/media/?i=10249994,Prey,Others
ld1-1643412988961-1643412990882-1,Brotula,-23.0003,-134.957,32,Pacific Ocean,http://n2t.net/ark:/65665/3049543d2-1314-4d1e-9dd1-1c5c73f04469,Brotula fish,https://collections.nmnh.si.edu/media/?i=10147039,Others,Others
ld1-1643414195102-1643414263576-0,Doryrhamphus melanopleura,-23.1725,-135.037,6,Pacific Ocean,http://n2t.net/ark:/65665/3f3b22c97-5d32-4c1f-aaa3-f3dab2eb5d75,Doryrhamphus wrasse,https://collections.nmnh.si.edu/media/?i=10011591,Others,Reef Fish
ld1-1643412988961-1643413007706-1,Pseudogramma galzini Williams & Viviani,-23.8606,-147.715,13,Pacific Ocean,http://n2t.net/ark:/65665/3fb012f96-ad89-43fa-ba41-895378d117c9,Pseudogramma snapper,https://collections.nmnh.si.edu/media/?i=10940952,Predator,Pelagic Fish
ld1-1643412988961-1643412991947-0,Alticus simplicirrus Smith-Vaniz & Springer,-9.96042,-138.838,5,Pacific Ocean,http://n2t.net/ark:/65665/3035b9b0a-4010-48bb-bcf5-d11b1812de8a,Alticus goby,https://collections.nmnh.si.edu/media/?i=10185042,Others,Reef Fish
ld1-1643412988961-1643412992830-1,Trimma woutsi,-10.4715,-138.678,25,Pacific Ocean,http://n2t.net/ark:/65665/38ce9bacb-5a88-4225-8079-c475e166a95f,Trimma goby,https://collections.nmnh.si.edu/media/?i=10256098,Prey,Reef Fish
ld1-1643412988961-1643412995568-0,Coryphopterus,21.4805,-71.5375,23,Atlantic Ocean,http://n2t.net/ark:/65665/3bef6f56d-92df-463f-8180-a09663de2212,Coryphopterus goby,https://collections.nmnh.si.edu/media/?i=10910713,Prey,Reef Fish
ld1-1643412988961-1643412992904-0,Xanthichthys caeruleolineatus Randall et al.,-8.08928,-139.635,35,Pacific Ocean,http://n2t.net/ark:/65665/3e40f5e09-d227-4976-b17d-e2f228e37a5d,Xanthichthys fish,https://collections.nmnh.si.edu/media/?i=10250068,Predator,Others
ld1-1643412988961-1643412992945-1,Rhabdoblennius,-7.98969,-140.712,8,Pacific Ocean,http://n2t.net/ark:/65665/3163af3e8-10f5-4f35-a9cd-508e5239a57f,Rhabdoblennius eel,https://collections.nmnh.si.edu/media/?i=10250577,Others,Eel-like Fish
ld1-1643412988961-1643412993037-0,Stethojulis marquesensis Randall,-10.4752,-138.685,2,Pacific Ocean,http://n2t.net/ark:/65665/3c18af492-fc7a-44e6-b575-5a06790f10ac,Stethojulis blenny,https://collections.nmnh.si.edu/media/?i=12260056,Prey,Reef Fish
ld1-1643412988961-1643412990917-0,Moolgarda engeli,-23.05,-134.9,1,Pacific Ocean,http://n2t.net/ark:/65665/378152721-e57b-4660-a7fa-7228ec72ac73,Moolgarda goby,https://collections.nmnh.si.edu/media/?i=10147163,Others,Reef Fish
ld1-1643412988961-1643412992719-0,Pogonoperca punctata,-8.92844,-140.225,28,Pacific Ocean,http://n2t.net/ark:/65665/32378bb2d-1b1e-4a6e-be0b-75cd5b6b02eb,Pogonoperca blenny,https://collections.nmnh.si.edu/media/?i=10248783,Predator,Reef Fish
ld1-1643412988961-1643413020463-0,Myrophis microchir,-16.7962,-153.957,1,Pacific Ocean,http://n2t.net/ark:/65665/39213aa0c-c762-4d1b-8eae-41f250c2602e,Myrophis goby,https://collections.nmnh.si.edu/media/?i=11928538,Predator,Reef Fish
ld1-1643412988961-1643412992963-1,Variola,-7.955,-140.662,25,Pacific Ocean,http://n2t.net/ark:/65665/38cdfb22b-1619-4034-8fc9-c96ecfe3960a,Variola perch,https://collections.nmnh.si.edu/media/?i=10250687,Predator,Others
ld1-1643412988961-1643412992870-0,Bodianus busellatus Gomon,-9.76039,-138.874,16,Pacific Ocean,http://n2t.net/ark:/65665/3b7a4e2f5-9595-4ec5-a676-cc0b73154aea,Bodianus goby,https://collections.nmnh.si.edu/media/?i=10256287,Prey,Reef Fish
ld1-1643414195102-1643414263885-0,Gobiodon prolixus,-23.1053,-134.932,16,Pacific Ocean,http://n2t.net/ark:/65665/3c8d15a4f-94ce-4fa2-9b01-8dc3d9e1be91,Gobiodon wrasse,https://collections.nmnh.si.edu/media/?i=10041822,Prey,Reef Fish
ld1-1643412988961-1643413007498-1,Trimma lutea Viviani et al.,-22.6406,-152.822,23,Pacific Ocean,http://n2t.net/ark:/65665/30195efc1-c0ca-4a19-b9df-1ed894fac913,Trimma eel,https://collections.nmnh.si.edu/media/?i=10940888,Prey,Eel-like Fish
ld1-1643412988961-1643412992883-0,Eviota deminuta Tornabene et al.,-8.92844,-140.225,30,Pacific Ocean,http://n2t.net/ark:/65665/33ba6cb5c-e8d3-4d51-9a4a-6818843a8202,Eviota eel,https://collections.nmnh.si.edu/media/?i=10248864,Prey,Eel-like Fish
ld1-1643412988961-1643413016461-0,Coryphopterus curasub Baldwin & Robertson,12.0832,-68.8991,189,Atlantic Ocean,http://n2t.net/ark:/65665/392a8bfec-d78b-47e4-aefa-633110efd230,Coryphopterus snapper,https://collections.nmnh.si.edu/media/?i=10976970,Prey,Pelagic Fish
ld1-1643414195102-1643414263995-0,Pseudocheilinus cf. octotaenia,-23.234,-135.004,18,Pacific Ocean,http://n2t.net/ark:/65665/32acd9338-5a3b-4516-bd7e-669d0e12b05a,Pseudocheilinus dragonet,https://collections.nmnh.si.edu/media/?i=10041760,Prey,Others
ld1-1643414195102-1643414264070-1,Iso,-23.2234,-134.968,3,Pacific Ocean,http://n2t.net/ark:/65665/3568ed0c6-9161-46bc-810d-98ad552df8ec,Iso goby,https://collections.nmnh.si.edu/media/?i=10041563,Others,Reef Fish
ld1-1643412988961-1643412992980-1,Eviota dorsimaculata Tornabene et al.,-9.74211,-138.809,17,Pacific Ocean,http://n2t.net/ark:/65665/362bb07b2-091b-480e-b8d7-350e91f4a325,Eviota blenny,https://collections.nmnh.si.edu/media/?i=12260048,Prey,Reef Fish
ld1-1643412988961-1643412994838-0,Acanthurus lineatus,11.7697,119.891,5,Pacific Ocean,http://n2t.net/ark:/65665/36f1107d3-1b18-451e-aa63-9ec89e2b31be,Lined surgeonfish,https://collections.nmnh.si.edu/media/?i=10357811,Others,Reef Fish
ld1-1643412988961-1643413020318-0,Enneapterygius nigricauda Fricke,-16.4902,-154.716,2,Pacific Ocean,http://n2t.net/ark:/65665/3a0fd3765-3430-4b4b-816d-3b6e28702b3d,Enneapterygius goby,https://collections.nmnh.si.edu/media/?i=10824341,Prey,Reef Fish
ld1-1643412988961-1643412994137-0,Mulloidichthys mimicus Randall & Gueze,-9.97925,-138.842,15,Pacific Ocean,http://n2t.net/ark:/65665/3c8322c09-0335-44c8-97a4-00bb35882f49,Mulloidichthys dragonet,https://collections.nmnh.si.edu/media/?i=10941737,Prey,Others
ld1-1643414195102-1643414264355-1,Sunagocia otaitensis,-23.234,-135.004,18,Pacific Ocean,http://n2t.net/ark:/65665/39f188083-a7a9-4c4e-b6b6-491b0a681867,Sunagocia eel,https://collections.nmnh.si.edu/media/?i=10041324,Predator,Eel-like Fish
ld1-1643414195102-1643414264805-0,Gymnothorax flavimarginatus,-23.1421,-135.045,1,Pacific Ocean,http://n2t.net/ark:/65665/3b4564d3e-4462-4e6f-bdef-9bd0fa25dc25,Yellow-edged moray,https://collections.nmnh.si.edu/media/?i=10042021,Predator,Eel-like Fish
ld1-1643412988961-1643412994124-1,Pseudanthias hiva Randall & Pyle,-9.97925,-138.842,15,Pacific Ocean,http://n2t.net/ark:/65665/3ae30616f-73f8-4ead-9959-c2a80b6f073f,Pseudanthias wrasse,https://collections.nmnh.si.edu/media/?i=10941696,Predator,Reef Fish
ld1-1643412988961-1643412992928-0,Hemiramphus depauperatus,-7.89636,-140.562,5,Pacific Ocean,http://n2t.net/ark:/65665/3c67ff7de-1525-4b40-b454-810f896d8c70,Hemiramphus goby,https://collections.nmnh.si.edu/media/?i=10258685,Prey,Reef Fish
ld1-1643414195102-1643414263566-0,Gobiodon unicolor,-23.234,-135.004,18,Pacific Ocean,http://n2t.net/ark:/65665/3b17d5d90-7937-4890-818f-853a39b61683,Gobiodon snapper,https://collections.nmnh.si.edu/media/?i=10041706,Prey,Pelagic Fish
ld1-1643412988961-1643412994119-1,Priolepis compita,-9.99267,-138.837,16,Pacific Ocean,http://n2t.net/ark:/65665/33d41cd3e-b59d-4d2a-8978-6edaad00cb65,Priolepis dragonet,https://collections.nmnh.si.edu/media/?i=10941669,Prey,Others
ld1-1643412988961-1643412992937-0,Entomacrodus randalli Springer,-7.98969,-140.712,8,Pacific Ocean,http://n2t.net/ark:/65665/3f05f7180-aa35-46bb-8ceb-4e41b2bca87a,Entomacrodus snapper,https://collections.nmnh.si.edu/media/?i=10250522,Others,Pelagic Fish
ld1-1643412988961-1643412994159-0,Scorpaenopsis cf. possi Randall & Eschmeyer,-10.006,-138.829,15,Pacific Ocean,http://n2t.net/ark:/65665/30030956b-650a-4c27-a166-31d45952d241,Scorpaenopsis fish,https://collections.nmnh.si.edu/media/?i=10941815,Predator,Others
ld1-1643412988961-1643413007797-0,Enchelynassa canina,-21.8131,-154.689,5,Pacific Ocean,http://n2t.net/ark:/65665/346273620-a064-4a51-b3a5-1c0d39401f12,Enchelynassa goby,https://collections.nmnh.si.edu/media/?i=10940320,Predator,Reef Fish
ld1-1643412988961-1643412991944-1,Coris marquesensis Randall,-9.96042,-138.838,5,Pacific Ocean,http://n2t.net/ark:/65665/336ae0ee3-2831-4e85-92e0-e92d32598fc8,Coris wrasse,https://collections.nmnh.si.edu/media/?i=10185049,Prey,Reef Fish
ld1-1643412988961-1643412995830-0,Lipogramma trilineata,21.4813,-71.5339,27,Atlantic Ocean,http://n2t.net/ark:/65665/3b4501b90-083e-4af6-82aa-cebb02845a52,Lipogramma snapper,https://collections.nmnh.si.edu/media/?i=10910755,Prey,Pelagic Fish
ld1-1643412988961-1643412992942-0,Sebastapistes cf. strongia,-8.82508,-140.064,5,Pacific Ocean,http://n2t.net/ark:/65665/35aaf7712-01cf-4f2a-a517-639680db4fe8,Sebastapistes perch,https://collections.nmnh.si.edu/media/?i=10250037,Predator,Others
ld1-1643412988961-1643412994105-0,Ptereleotris zebra,-10.006,-138.829,15,Pacific Ocean,http://n2t.net/ark:/65665/3e8c9f924-97bc-493f-8632-1a8da41a24ae,Zebra dartfish,https://collections.nmnh.si.edu/media/?i=10941805,Prey,Reef Fish
ld1-1643412988961-1643413007588-1,Gymnapogon vanderbilti,-23.425,-149.406,6,Pacific Ocean,http://n2t.net/ark:/65665/3fcd6b086-a00c-468b-924a-8fbd9bdd571b,Gymnapogon snapper,https://collections.nmnh.si.edu/media/?i=10940842,Prey,Pelagic Fish
ld1-1643412988961-1643413007628-0,Cirripectes jenningsi Schultz,-21.8131,-154.689,5,Pacific Ocean,http://n2t.net/ark:/65665/3b3282b21-8761-49ca-9d17-cda6a66dda2a,Cirripectes blenny,https://collections.nmnh.si.edu/media/?i=10940264,Others,Reef Fish
ld1-1643412988961-1643413020534-0,Monotaxis heterodon,-16.7962,-153.957,1,Pacific Ocean,http://n2t.net/ark:/65665/38c571f81-dedb-4715-95bb-b1af6aeae6f9,Monotaxis wrasse,https://collections.nmnh.si.edu/media/?i=11928507,Predator,Reef Fish
ld1-1643412988961-1643412994177-0,Chromis flavapicis Randall,-9.97178,-138.842,12,Pacific Ocean,http://n2t.net/ark:/65665/38a01a2e1-83bb-4939-9204-20a076b04c9f,Chromis fish,https://collections.nmnh.si.edu/media/?i=10941684,Prey,Others
ld1-1643412988961-1643412992853-0,Chaetodon cf. mertensii,-8.08928,-139.635,25,Pacific Ocean,http://n2t.net/ark:/65665/328c33366-3682-44ea-919f-d88b8b9ac85d,Chaetodon blenny,https://collections.nmnh.si.edu/media/?i=10250079,Others,Reef Fish
ld1-1643412988961-1643412991178-0,Scorpaenodes barrybrowni Pitassy & Baldwin,12.0832,-68.8991,116,Atlantic Ocean,http://n2t.net/ark:/65665/302a5d54e-a2a5-46ad-ba10-def5e8f7f850,Scorpaenodes wrasse,https://collections.nmnh.si.edu/media/?i=10164241,Predator,Reef Fish
ld1-1643414195102-1643414263669-0,Pleurosicya australis,-23.1053,-134.932,16,Pacific Ocean,http://n2t.net/ark:/65665/3f560040b-2958-4522-88b8-39c3a50f4fae,Pleurosicya perch,https://collections.nmnh.si.edu/media/?i=10041628,Prey,Others
ld1-1643412988961-1643412994099-1,Scorpaenodes cf. evides,-9.97925,-138.842,15,Pacific Ocean,http://n2t.net/ark:/65665/3b3b9933a-1060-4e3f-a765-69b841fc5091,Scorpaenodes dragonet,https://collections.nmnh.si.edu/media/?i=10941677,Predator,Others
ld1-1643412988961-1643412994122-0,Parapercis schauinslandii,-9.97178,-138.842,16,Pacific Ocean,http://n2t.net/ark:/65665/311b20631-b5b6-4afd-a576-570f76ac4623,Parapercis goby,https://collections.nmnh.si.edu/media/?i=10941775,Predator,Reef Fish
ld1-1643412988961-1643412992817-0,Lethrinus xanthochilus,-7.85711,-140.373,8,Pacific Ocean,http://n2t.net/ark:/65665/389238a6e-1cec-4614-abd0-7bd64947e5ca,Lethrinus goby,https://collections.nmnh.si.edu/media/?i=10251045,Predator,Reef Fish
ld1-1643414195102-1643414263923-0,Pseudojuloides atavai Randall & Randall,-23.1085,-134.853,5,Pacific Ocean,http://n2t.net/ark:/65665/3dfcb76df-cf2c-4f53-b604-062b1146b839,Pseudojuloides fish,https://collections.nmnh.si.edu/media/?i=10041279,Prey,Others
ld1-1643412988961-1643412992870-1,Plectranthias flammeus Williams et al.,-8.92844,-140.225,30,Pacific Ocean,http://n2t.net/ark:/65665/3f55e1456-eb30-4e6a-9df3-5f22d0d0888f,Plectranthias eel,https://collections.nmnh.si.edu/media/?i=10248869,Predator,Eel-like Fish
ld1-1643412988961-1643412994067-0,Ostracion whitleyi,-9.95037,-138.832,13,Pacific Ocean,http://n2t.net/ark:/65665/3aa2eed14-2dc5-4d5c-9b81-22c3bf698199,Ostracion snapper,https://collections.nmnh.si.edu/media/?i=10941798,Others,Pelagic Fish
ld1-1643412988961-1643412992765-0,Gymnothorax gracilicauda,-8.82508,-140.064,5,Pacific Ocean,http://n2t.net/ark:/65665/3e8e9bfef-6226-4434-b791-8a6d4360f159,Gymnothorax eel,https://collections.nmnh.si.edu/media/?i=10250027,Predator,Eel-like Fish
ld1-1643412988961-1643412994178-0,Myripristis vittata,-10.006,-138.829,15,Pacific Ocean,http://n2t.net/ark:/65665/36caefa63-f239-49f0-9743-fe0164beb6f4,Myripristis goby,https://collections.nmnh.si.edu/media/?i=10941796,Prey,Reef Fish
ld1-1643412988961-1643413007496-0,Eviota cf. minuta Jewett & Lachner,-23.8606,-147.715,13,Pacific Ocean,http://n2t.net/ark:/65665/353da6d86-da95-42f2-baed-7904c34e4e6b,Eviota eel,https://collections.nmnh.si.edu/media/?i=10940881,Prey,Eel-like Fish
ld1-1643412988961-1643413007518-1,Pherallodus,-23.425,-149.406,6,Pacific Ocean,http://n2t.net/ark:/65665/30a618228-cf92-4e7e-9852-5ff498231468,Pherallodus fish,https://collections.nmnh.si.edu/media/?i=10940870,Others,Others
ld1-1643412988961-1643412992924-0,Heniochus acuminatus,-7.85711,-140.373,8,Pacific Ocean,http://n2t.net/ark:/65665/3b9fd0525-6711-4ffd-beb2-57f9e304c0ef,Longfin bannerfish,https://collections.nmnh.si.edu/media/?i=10251049,Others,Others
ld1-1643412988961-1643413007579-1,Cirripectes alboapicalis,-21.8131,-154.689,5,Pacific Ocean,http://n2t.net/ark:/65665/3c9e27c79-57bc-457d-8b67-54470eb3379d,Cirripectes goby,https://collections.nmnh.si.edu/media/?i=10940535,Others,Reef Fish
ld1-1643412988961-1643412992806-0,Myrichthys maculosus,-8.82508,-140.064,5,Pacific Ocean,http://n2t.net/ark:/65665/39edadd6e-e9bd-48d6-952b-4481dd6934aa,Myrichthys goby,https://collections.nmnh.si.edu/media/?i=10250029,Predator,Reef Fish
ld1-1643412988961-1643412992978-0,Eviota lacrimosa Tornabene et al.,-8.682,-140.602,23,Pacific Ocean,http://n2t.net/ark:/65665/360968c07-f835-42b0-a2c8-142f42857fd5,Eviota dragonet,https://collections.nmnh.si.edu/media/?i=10251058,Prey,Others
ld1-1643412988961-1643413020631-0,Gnatholepis knighti,-16.7907,-153.975,1,Pacific Ocean,http://n2t.net/ark:/65665/3b9a1a98a-9ad3-4256-96a8-a7de149fca26,Gnatholepis perch,https://collections.nmnh.si.edu/media/?i=10825007,Prey,Others
ld1-1643414195102-1643414264010-1,Sebastapistes,-23.2781,-134.935,26,Pacific Ocean,http://n2t.net/ark:/65665/3a5158ef0-de48-447b-a570-55675dbd036e,Sebastapistes wrasse,https://collections.nmnh.si.edu/media/?i=10041676,Predator,Reef Fish
ld1-1643412988961-1643412994126-1,Anampses melanurus,-9.95037,-138.832,13,Pacific Ocean,http://n2t.net/ark:/65665/3b4657dc4-b04f-43d3-bf67-29541f47fab8,Anampses eel,https://collections.nmnh.si.edu/media/?i=10941731,Prey,Eel-like Fish
ld1-1643412988961-1643412995691-0,Coryphopterus alloides,21.4813,-71.5339,27,Atlantic Ocean,http://n2t.net/ark:/65665/3e430ff3a-fe7c-4d35-9dc7-065dd707bad6,Coryphopterus wrasse,https://collections.nmnh.si.edu/media/?i=10910759,Prey,Reef Fish
ld1-1643412988961-1643412992798-0,Abudefduf cf. sordidus,-7.98969,-140.712,8,Pacific Ocean,http://n2t.net/ark:/65665/393f14b11-2268-4c2e-baca-a62a5b9e97cb,Abudefduf dragonet,https://collections.nmnh.si.edu/media/?i=10250681,Prey,Others
ld1-1643412988961-1643412995866-0,Apogon phenax,21.4813,-71.5339,27,Atlantic Ocean,http://n2t.net/ark:/65665/3d2c3d85d-62c5-460c-81d4-2039edcab9d8,Apogon eel,https://collections.nmnh.si.edu/media/?i=10910744,Prey,Eel-like Fish
ld1-1643412988961-1643412992721-0,Myripristis cf. earlei Randall,-8.82508,-140.064,5,Pacific Ocean,http://n2t.net/ark:/65665/37580f28d-d6b5-4984-bff6-7df9e64ed8c5,Myripristis goby,https://collections.nmnh.si.edu/media/?i=10249996,Prey,Reef Fish
ld1-1643412988961-1643413007506-0,Propherallodus,-21.8131,-154.689,5,Pacific Ocean,http://n2t.net/ark:/65665/3a1a9ed7b-ba2f-4103-bd4a-d58561d169a1,Propherallodus snapper,https://collections.nmnh.si.edu/media/?i=10940890,Others,Pelagic Fish
ld1-1643414195102-1643414259400-0,Gymnothorax breedeni McCosker & Randall,-9.96042,-138.838,13,Pacific Ocean,http://n2t.net/ark:/65665/378a80030-b659-4bf7-9f3f-2aeed9a0ce37,Gymnothorax blenny,https://collections.nmnh.si.edu/media/?i=10165767,Predator,Reef Fish
ld1-1643412988961-1643412989364-0,Ptereleotris monoptera Randall & Hoese,-23.0661,-134.906,15,Pacific Ocean,http://n2t.net/ark:/65665/3e8df2c6f-5835-4333-bcec-8209aeeeeab5,Ptereleotris goby,https://collections.nmnh.si.edu/media/?i=10041719,Prey,Reef Fish
ld1-1643412988961-1643412995589-0,Liopropoma rubre,21.4805,-71.5375,23,Atlantic Ocean,http://n2t.net/ark:/65665/3aee696b3-faf2-495b-9da3-b2287e77b1e6,Liopropoma perch,https://collections.nmnh.si.edu/media/?i=10910717,Predator,Others
ld1-1643412988961-1643412990908-1,Stanulus cf. talboti Springer,-23.2234,-134.968,3,Pacific Ocean,http://n2t.net/ark:/65665/3cb67ba41-ec40-4a24-9df3-a1c37b745ff0,Stanulus blenny,https://collections.nmnh.si.edu/media/?i=10146974,Others,Reef Fish
ld1-1643412988961-1643412994137-1,Fusigobius cf. duospilus,-9.97925,-138.842,15,Pacific Ocean,http://n2t.net/ark:/65665/38b116302-6bfd-430a-b27a-21a34cf080dc,Fusigobius wrasse,https://collections.nmnh.si.edu/media/?i=10941675,Prey,Reef Fish
ld1-1643412988961-1643412992784-0,Lutjanus gibbus,-8.82508,-140.064,5,Pacific Ocean,http://n2t.net/ark:/65665/3a10b037f-373c-48e4-98d8-f7300840d525,Humpback snapper,https://collections.nmnh.si.edu/media/?i=10250019,Predator,Pelagic Fish
ld1-1643412988961-1643412992761-0,Myripristis tiki Greenfield,-8.82508,-140.064,5,Pacific Ocean,http://n2t.net/ark:/65665/3fc6fcff2-bcd3-4256-8d31-dc48fc3a5ee9,Myripristis eel,https://collections.nmnh.si.edu/media/?i=10250016,Prey,Eel-like Fish
ld1-1643412988961-1643413020386-0,Medusablennius chani Springer,-16.8474,-153.933,1,Pacific Ocean,http://n2t.net/ark:/65665/3b67b704f-7ad0-4054-8faf-bf7c41f4b923,Medusablennius snapper,https://collections.nmnh.si.edu/media/?i=10824783,Others,Pelagic Fish
